x_dq,u_dq,w_dq,phi_dq,x_fem,u_fem,w_fem,phi_fem,x_pinn,u_pinn,w_pinn,phi_pinn
,,,,4.4133333333e-01,-1.2359498247e-03,-4.1771458361e-01,1.8812558686e-02,,,,
,,,,4.4200000000e-01,-1.2234806497e-03,-4.1796698720e-01,1.8604138077e-02,,,,
,,,,4.4266666667e-01,-1.2109584969e-03,-4.1821657652e-01,1.8395533444e-02,,,,
,,,,4.4333333333e-01,-1.1983839152e-03,-4.1846334914e-01,1.8186746918e-02,,,,
,,,,4.4400000000e-01,-1.1857574559e-03,-4.1870730267e-01,1.7977780633e-02,,,,
,,,,4.4466666667e-01,-1.1730796719e-03,-4.1894843471e-01,1.7768636719e-02,,,,
,,,,4.4533333333e-01,-1.1603511185e-03,-4.1918674294e-01,1.7559317309e-02,,,,
,,,,4.4600000000e-01,-1.1475723527e-03,-4.1942222504e-01,1.7349824531e-02,,,,
,,,,4.4666666667e-01,-1.1347439338e-03,-4.1965487871e-01,1.7140160517e-02,,,,
,,,,4.4733333333e-01,-1.1218664227e-03,-4.1988470170e-01,1.6930327395e-02,,,,
,,,,4.4800000000e-01,-1.1089403823e-03,-4.2011169178e-01,1.6720327295e-02,,,,
,,,,4.4866666667e-01,-1.0959663777e-03,-4.2033584674e-01,1.6510162343e-02,,,,
,,,,4.4933333333e-01,-1.0829449754e-03,-4.2055716441e-01,1.6299834668e-02,,,,
,,,,4.5000000000e-01,-1.0698767442e-03,-4.2077564264e-01,1.6089346397e-02,,,,
,,,,4.5066666667e-01,-1.0567622543e-03,-4.2099127931e-01,1.5878699657e-02,,,,
,,,,4.5133333333e-01,-1.0436020781e-03,-4.2120407234e-01,1.5667896572e-02,,,,
,,,,4.5200000000e-01,-1.0303967895e-03,-4.2141401965e-01,1.5456939269e-02,,,,
,,,,4.5266666667e-01,-1.0171469644e-03,-4.2162111923e-01,1.5245829873e-02,,,,
,,,,4.5333333333e-01,-1.0038531801e-03,-4.2182536905e-01,1.5034570508e-02,,,,
,,,,4.5400000000e-01,-9.9051601593e-04,-4.2202676714e-01,1.4823163297e-02,,,,
,,,,4.5466666667e-01,-9.7713605279e-04,-4.2222531156e-01,1.4611610365e-02,,,,
,,,,4.5533333333e-01,-9.6371387322e-04,-4.2242100038e-01,1.4399913834e-02,,,,
,,,,4.5600000000e-01,-9.5025006143e-04,-4.2261383172e-01,1.4188075827e-02,,,,
,,,,4.5666666667e-01,-9.3674520326e-04,-4.2280380370e-01,1.3976098466e-02,,,,
,,,,4.5733333333e-01,-9.2319988611e-04,-4.2299091448e-01,1.3763983871e-02,,,,
,,,,4.5800000000e-01,-9.0961469900e-04,-4.2317516227e-01,1.3551734165e-02,,,,
,,,,4.5866666667e-01,-8.9599023244e-04,-4.2335654528e-01,1.3339351467e-02,,,,
,,,,4.5933333333e-01,-8.8232707852e-04,-4.2353506176e-01,1.3126837898e-02,,,,
,,,,4.6000000000e-01,-8.6862583080e-04,-4.2371070998e-01,1.2914195577e-02,,,,
,,,,4.6066666667e-01,-8.5488708431e-04,-4.2388348825e-01,1.2701426625e-02,,,,
,,,,4.6133333333e-01,-8.4111143556e-04,-4.2405339490e-01,1.2488533159e-02,,,,
,,,,4.6200000000e-01,-8.2729948247e-04,-4.2422042829e-01,1.2275517298e-02,,,,
,,,,4.6266666667e-01,-8.1345182437e-04,-4.2438458682e-01,1.2062381159e-02,,,,
,,,,4.6333333333e-01,-7.9956906199e-04,-4.2454586889e-01,1.1849126862e-02,,,,
,,,,4.6400000000e-01,-7.8565179739e-04,-4.2470427296e-01,1.1635756522e-02,,,,
,,,,4.6466666667e-01,-7.7170063398e-04,-4.2485979749e-01,1.1422272257e-02,,,,
,,,,4.6533333333e-01,-7.5771617648e-04,-4.2501244098e-01,1.1208676183e-02,,,,
,,,,4.6600000000e-01,-7.4369903090e-04,-4.2516220198e-01,1.0994970416e-02,,,,
,,,,4.6666666667e-01,-7.2964980451e-04,-4.2530907902e-01,1.0781157072e-02,,,,
,,,,4.6733333333e-01,-7.1556910583e-04,-4.2545307071e-01,1.0567238266e-02,,,,
,,,,4.6800000000e-01,-7.0145754456e-04,-4.2559417565e-01,1.0353216113e-02,,,,
,,,,4.6866666667e-01,-6.8731573164e-04,-4.2573239248e-01,1.0139092728e-02,,,,
,,,,4.6933333333e-01,-6.7314427914e-04,-4.2586771987e-01,9.9248702245e-03,,,,
,,,,4.7000000000e-01,-6.5894380030e-04,-4.2600015653e-01,9.7105507170e-03,,,,
,,,,4.7066666667e-01,-6.4471490947e-04,-4.2612970117e-01,9.4961363191e-03,,,,
,,,,4.7133333333e-01,-6.3045822208e-04,-4.2625635256e-01,9.2816291440e-03,,,,
,,,,4.7200000000e-01,-6.1617435465e-04,-4.2638010947e-01,9.0670313048e-03,,,,
,,,,4.7266666667e-01,-6.0186392475e-04,-4.2650097071e-01,8.8523449140e-03,,,,
,,,,4.7333333333e-01,-5.8752755097e-04,-4.2661893512e-01,8.6375720842e-03,,,,
,,,,4.7400000000e-01,-5.7316585288e-04,-4.2673400157e-01,8.4227149273e-03,,,,
,,,,4.7466666667e-01,-5.5877945105e-04,-4.2684616896e-01,8.2077755553e-03,,,,
,,,,4.7533333333e-01,-5.4436896700e-04,-4.2695543619e-01,7.9927560795e-03,,,,
,,,,4.7600000000e-01,-5.2993502316e-04,-4.2706180224e-01,7.7776586114e-03,,,,
,,,,4.7666666667e-01,-5.1547824287e-04,-4.2716526606e-01,7.5624852619e-03,,,,
,,,,4.7733333333e-01,-5.0099925035e-04,-4.2726582667e-01,7.3472381418e-03,,,,
,,,,4.7800000000e-01,-4.8649867069e-04,-4.2736348311e-01,7.1319193616e-03,,,,
,,,,4.7866666667e-01,-4.7197712978e-04,-4.2745823443e-01,6.9165310314e-03,,,,
,,,,4.7933333333e-01,-4.5743525434e-04,-4.2755007973e-01,6.7010752615e-03,,,,
,,,,4.8000000000e-01,-4.4287367185e-04,-4.2763901812e-01,6.4855541615e-03,,,,
,,,,4.8066666667e-01,-4.2829301058e-04,-4.2772504875e-01,6.2699698410e-03,,,,
,,,,4.8133333333e-01,-4.1369389950e-04,-4.2780817080e-01,6.0543244094e-03,,,,
,,,,4.8200000000e-01,-3.9907696830e-04,-4.2788838347e-01,5.8386199760e-03,,,,
,,,,4.8266666667e-01,-3.8444284736e-04,-4.2796568598e-01,5.6228586495e-03,,,,
,,,,4.8333333333e-01,-3.6979216772e-04,-4.2804007760e-01,5.4070425389e-03,,,,
,,,,4.8400000000e-01,-3.5512556105e-04,-4.2811155762e-01,5.1911737526e-03,,,,
,,,,4.8466666667e-01,-3.4044365963e-04,-4.2818012534e-01,4.9752543992e-03,,,,
,,,,4.8533333333e-01,-3.2574709633e-04,-4.2824578011e-01,4.7592865869e-03,,,,
,,,,4.8600000000e-01,-3.1103650459e-04,-4.2830852131e-01,4.5432724236e-03,,,,
,,,,4.8666666667e-01,-2.9631251838e-04,-4.2836834832e-01,4.3272140175e-03,,,,
,,,,4.8733333333e-01,-2.8157577218e-04,-4.2842526058e-01,4.1111134761e-03,,,,
,,,,4.8800000000e-01,-2.6682690098e-04,-4.2847925754e-01,3.8949729073e-03,,,,
,,,,4.8866666667e-01,-2.5206654020e-04,-4.2853033868e-01,3.6787944184e-03,,,,
,,,,4.8933333333e-01,-2.3729532573e-04,-4.2857850351e-01,3.4625801168e-03,,,,
,,,,4.9000000000e-01,-2.2251389387e-04,-4.2862375158e-01,3.2463321098e-03,,,,
,,,,4.9066666667e-01,-2.0772288131e-04,-4.2866608245e-01,3.0300525046e-03,,,,
,,,,4.9133333333e-01,-1.9292292509e-04,-4.2870549570e-01,2.8137434081e-03,,,,
,,,,4.9200000000e-01,-1.7811466263e-04,-4.2874199097e-01,2.5974069273e-03,,,,
,,,,4.9266666667e-01,-1.6329873164e-04,-4.2877556791e-01,2.3810451690e-03,,,,
,,,,4.9333333333e-01,-1.4847577013e-04,-4.2880622619e-01,2.1646602400e-03,,,,
,,,,4.9400000000e-01,-1.3364641637e-04,-4.2883396552e-01,1.9482542470e-03,,,,
,,,,4.9466666667e-01,-1.1881130891e-04,-4.2885878563e-01,1.7318292965e-03,,,,
,,,,4.9533333333e-01,-1.0397108647e-04,-4.2888068629e-01,1.5153874951e-03,,,,
,,,,4.9600000000e-01,-8.9126388013e-05,-4.2889966729e-01,1.2989309494e-03,,,,
,,,,4.9666666667e-01,-7.4277852641e-05,-4.2891572844e-01,1.0824617656e-03,,,,
,,,,4.9733333333e-01,-5.9426119618e-05,-4.2892886959e-01,8.6598205029e-04,,,,
,,,,4.9800000000e-01,-4.4571828327e-05,-4.2893909061e-01,6.4949390974e-04,,,,
,,,,4.9866666667e-01,-2.9715618249e-05,-4.2894639142e-01,4.3299945031e-04,,,,
,,,,4.9933333333e-01,-1.4858128938e-05,-4.2895077193e-01,2.1650077830e-04,,,,
,,,,5.0000000000e-01,1.1493574435e-19,-4.2895223210e-01,-9.5886865001e-18,,,,
,,,,5.0066666667e-01,1.4858128938e-05,-4.2895077193e-01,-2.1650077830e-04,,,,
,,,,5.0133333333e-01,2.9715618249e-05,-4.2894639142e-01,-4.3299945031e-04,,,,
,,,,5.0200000000e-01,4.4571828327e-05,-4.2893909061e-01,-6.4949390974e-04,,,,
,,,,5.0266666667e-01,5.9426119618e-05,-4.2892886959e-01,-8.6598205029e-04,,,,
,,,,5.0333333333e-01,7.4277852641e-05,-4.2891572844e-01,-1.0824617656e-03,,,,
,,,,5.0400000000e-01,8.9126388013e-05,-4.2889966729e-01,-1.2989309494e-03,,,,
,,,,5.0466666667e-01,1.0397108647e-04,-4.2888068629e-01,-1.5153874951e-03,,,,
,,,,5.0533333333e-01,1.1881130891e-04,-4.2885878563e-01,-1.7318292965e-03,,,,
,,,,5.0600000000e-01,1.3364641637e-04,-4.2883396552e-01,-1.9482542470e-03,,,,
,,,,5.0666666667e-01,1.4847577013e-04,-4.2880622619e-01,-2.1646602400e-03,,,,
,,,,5.0733333333e-01,1.6329873164e-04,-4.2877556791e-01,-2.3810451690e-03,,,,
,,,,5.0800000000e-01,1.7811466263e-04,-4.2874199097e-01,-2.5974069273e-03,,,,
,,,,5.0866666667e-01,1.9292292509e-04,-4.2870549570e-01,-2.8137434081e-03,,,,
,,,,5.0933333333e-01,2.0772288131e-04,-4.2866608245e-01,-3.0300525046e-03,,,,
,,,,5.1000000000e-01,2.2251389387e-04,-4.2862375158e-01,-3.2463321098e-03,,,,
,,,,5.1066666667e-01,2.3729532573e-04,-4.2857850351e-01,-3.4625801168e-03,,,,
,,,,5.1133333333e-01,2.5206654020e-04,-4.2853033868e-01,-3.6787944184e-03,,,,
,,,,5.1200000000e-01,2.6682690098e-04,-4.2847925754e-01,-3.8949729073e-03,,,,
,,,,5.1266666667e-01,2.8157577218e-04,-4.2842526058e-01,-4.1111134761e-03,,,,
,,,,5.1333333333e-01,2.9631251838e-04,-4.2836834832e-01,-4.3272140175e-03,,,,
,,,,5.1400000000e-01,3.1103650459e-04,-4.2830852131e-01,-4.5432724236e-03,,,,
,,,,5.1466666667e-01,3.2574709633e-04,-4.2824578011e-01,-4.7592865869e-03,,,,
,,,,5.1533333333e-01,3.4044365963e-04,-4.2818012534e-01,-4.9752543992e-03,,,,
,,,,5.1600000000e-01,3.5512556105e-04,-4.2811155762e-01,-5.1911737526e-03,,,,
,,,,5.1666666667e-01,3.6979216772e-04,-4.2804007760e-01,-5.4070425389e-03,,,,
,,,,5.1733333333e-01,3.8444284736e-04,-4.2796568598e-01,-5.6228586495e-03,,,,
,,,,5.1800000000e-01,3.9907696830e-04,-4.2788838347e-01,-5.8386199760e-03,,,,
,,,,5.1866666667e-01,4.1369389950e-04,-4.2780817080e-01,-6.0543244094e-03,,,,
,,,,5.1933333333e-01,4.2829301058e-04,-4.2772504875e-01,-6.2699698410e-03,,,,
,,,,5.2000000000e-01,4.4287367185e-04,-4.2763901812e-01,-6.4855541615e-03,,,,
,,,,5.2066666667e-01,4.5743525434e-04,-4.2755007973e-01,-6.7010752615e-03,,,,
,,,,5.2133333333e-01,4.7197712978e-04,-4.2745823443e-01,-6.9165310314e-03,,,,
,,,,5.2200000000e-01,4.8649867069e-04,-4.2736348311e-01,-7.1319193616e-03,,,,
,,,,5.2266666667e-01,5.0099925035e-04,-4.2726582667e-01,-7.3472381418e-03,,,,
,,,,5.2333333333e-01,5.1547824287e-04,-4.2716526606e-01,-7.5624852619e-03,,,,
,,,,5.2400000000e-01,5.2993502316e-04,-4.2706180224e-01,-7.7776586114e-03,,,,
,,,,5.2466666667e-01,5.4436896700e-04,-4.2695543619e-01,-7.9927560795e-03,,,,
,,,,5.2533333333e-01,5.5877945105e-04,-4.2684616896e-01,-8.2077755553e-03,,,,
,,,,5.2600000000e-01,5.7316585288e-04,-4.2673400157e-01,-8.4227149273e-03,,,,
,,,,5.2666666667e-01,5.8752755097e-04,-4.2661893512e-01,-8.6375720842e-03,,,,
,,,,5.2733333333e-01,6.0186392475e-04,-4.2650097071e-01,-8.8523449140e-03,,,,
,,,,5.2800000000e-01,6.1617435465e-04,-4.2638010947e-01,-9.0670313048e-03,,,,
,,,,5.2866666667e-01,6.3045822208e-04,-4.2625635256e-01,-9.2816291440e-03,,,,
,,,,5.2933333333e-01,6.4471490947e-04,-4.2612970117e-01,-9.4961363191e-03,,,,
,,,,5.3000000000e-01,6.5894380030e-04,-4.2600015653e-01,-9.7105507170e-03,,,,
,,,,5.3066666667e-01,6.7314427914e-04,-4.2586771987e-01,-9.9248702245e-03,,,,
,,,,5.3133333333e-01,6.8731573164e-04,-4.2573239248e-01,-1.0139092728e-02,,,,
,,,,5.3200000000e-01,7.0145754456e-04,-4.2559417565e-01,-1.0353216113e-02,,,,
,,,,5.3266666667e-01,7.1556910583e-04,-4.2545307071e-01,-1.0567238266e-02,,,,
,,,,5.3333333333e-01,7.2964980451e-04,-4.2530907902e-01,-1.0781157072e-02,,,,
,,,,5.3400000000e-01,7.4369903090e-04,-4.2516220198e-01,-1.0994970416e-02,,,,
,,,,5.3466666667e-01,7.5771617648e-04,-4.2501244098e-01,-1.1208676183e-02,,,,
,,,,5.3533333333e-01,7.7170063398e-04,-4.2485979749e-01,-1.1422272257e-02,,,,
,,,,5.3600000000e-01,7.8565179739e-04,-4.2470427296e-01,-1.1635756522e-02,,,,
,,,,5.3666666667e-01,7.9956906199e-04,-4.2454586889e-01,-1.1849126862e-02,,,,
,,,,5.3733333333e-01,8.1345182437e-04,-4.2438458682e-01,-1.2062381159e-02,,,,
,,,,5.3800000000e-01,8.2729948247e-04,-4.2422042829e-01,-1.2275517298e-02,,,,
,,,,5.3866666667e-01,8.4111143556e-04,-4.2405339490e-01,-1.2488533159e-02,,,,
,,,,5.3933333333e-01,8.5488708431e-04,-4.2388348825e-01,-1.2701426625e-02,,,,
,,,,5.4000000000e-01,8.6862583080e-04,-4.2371070998e-01,-1.2914195577e-02,,,,
,,,,5.4066666667e-01,8.8232707852e-04,-4.2353506176e-01,-1.3126837898e-02,,,,
,,,,5.4133333333e-01,8.9599023244e-04,-4.2335654528e-01,-1.3339351467e-02,,,,
,,,,5.4200000000e-01,9.0961469900e-04,-4.2317516227e-01,-1.3551734165e-02,,,,
,,,,5.4266666667e-01,9.2319988611e-04,-4.2299091448e-01,-1.3763983871e-02,,,,
,,,,5.4333333333e-01,9.3674520326e-04,-4.2280380370e-01,-1.3976098466e-02,,,,
,,,,5.4400000000e-01,9.5025006143e-04,-4.2261383172e-01,-1.4188075827e-02,,,,
,,,,5.4466666667e-01,9.6371387322e-04,-4.2242100038e-01,-1.4399913834e-02,,,,
,,,,5.4533333333e-01,9.7713605279e-04,-4.2222531156e-01,-1.4611610365e-02,,,,
,,,,5.4600000000e-01,9.9051601593e-04,-4.2202676714e-01,-1.4823163297e-02,,,,
,,,,5.4666666667e-01,1.0038531801e-03,-4.2182536905e-01,-1.5034570508e-02,,,,
,,,,5.4733333333e-01,1.0171469644e-03,-4.2162111923e-01,-1.5245829873e-02,,,,
,,,,5.4800000000e-01,1.0303967895e-03,-4.2141401965e-01,-1.5456939269e-02,,,,
,,,,5.4866666667e-01,1.0436020781e-03,-4.2120407234e-01,-1.5667896572e-02,,,,
,,,,5.4933333333e-01,1.0567622543e-03,-4.2099127931e-01,-1.5878699657e-02,,,,
,,,,5.5000000000e-01,1.0698767442e-03,-4.2077564264e-01,-1.6089346397e-02,,,,
,,,,5.5066666667e-01,1.0829449754e-03,-4.2055716441e-01,-1.6299834668e-02,,,,
,,,,5.5133333333e-01,1.0959663777e-03,-4.2033584674e-01,-1.6510162343e-02,,,,
,,,,5.5200000000e-01,1.1089403823e-03,-4.2011169178e-01,-1.6720327295e-02,,,,
,,,,5.5266666667e-01,1.1218664227e-03,-4.1988470170e-01,-1.6930327395e-02,,,,
,,,,5.5333333333e-01,1.1347439338e-03,-4.1965487871e-01,-1.7140160517e-02,,,,
,,,,5.5400000000e-01,1.1475723527e-03,-4.1942222504e-01,-1.7349824531e-02,,,,
,,,,5.5466666667e-01,1.1603511185e-03,-4.1918674294e-01,-1.7559317309e-02,,,,
,,,,5.5533333333e-01,1.1730796719e-03,-4.1894843471e-01,-1.7768636719e-02,,,,
,,,,5.5600000000e-01,1.1857574559e-03,-4.1870730267e-01,-1.7977780633e-02,,,,
,,,,5.5666666667e-01,1.1983839152e-03,-4.1846334914e-01,-1.8186746918e-02,,,,
,,,,5.5733333333e-01,1.2109584969e-03,-4.1821657652e-01,-1.8395533444e-02,,,,
,,,,5.5800000000e-01,1.2234806497e-03,-4.1796698720e-01,-1.8604138077e-02,,,,
,,,,5.5866666667e-01,1.2359498247e-03,-4.1771458361e-01,-1.8812558686e-02,,,,
,,,,5.5933333333e-01,1.2483654748e-03,-4.1745936821e-01,-1.9020793137e-02,,,,
,,,,5.6000000000e-01,1.2607270552e-03,-4.1720134349e-01,-1.9228839295e-02,,,,
,,,,5.6066666667e-01,1.2730340232e-03,-4.1694051195e-01,-1.9436695027e-02,,,,
,,,,5.6133333333e-01,1.2852858383e-03,-4.1667687615e-01,-1.9644358196e-02,,,,
,,,,5.6200000000e-01,1.2974819619e-03,-4.1641043865e-01,-1.9851826667e-02,,,,
,,,,5.6266666667e-01,1.3096218579e-03,-4.1614120206e-01,-2.0059098304e-02,,,,
,,,,5.6333333333e-01,1.3217049922e-03,-4.1586916899e-01,-2.0266170968e-02,,,,
,,,,5.6400000000e-01,1.3337308332e-03,-4.1559434212e-01,-2.0473042522e-02,,,,
,,,,5.6466666667e-01,1.3456988513e-03,-4.1531672412e-01,-2.0679710828e-02,,,,
,,,,5.6533333333e-01,1.3576085193e-03,-4.1503631770e-01,-2.0886173745e-02,,,,
,,,,5.6600000000e-01,1.3694593123e-03,-4.1475312562e-01,-2.1092429135e-02,,,,
,,,,5.6666666667e-01,1.3812507076e-03,-4.1446715063e-01,-2.1298474856e-02,,,,
,,,,5.6733333333e-01,1.3929821852e-03,-4.1417839554e-01,-2.1504308766e-02,,,,
,,,,5.6800000000e-01,1.4046532270e-03,-4.1388686317e-01,-2.1709928725e-02,,,,
,,,,5.6866666667e-01,1.4162633177e-03,-4.1359255638e-01,-2.1915332589e-02,,,,
,,,,5.6933333333e-01,1.4278119442e-03,-4.1329547806e-01,-2.2120518214e-02,,,,
,,,,5.7000000000e-01,1.4392985959e-03,-4.1299563111e-01,-2.2325483456e-02,,,,
,,,,5.7066666667e-01,1.4507227646e-03,-4.1269301848e-01,-2.2530226171e-02,,,,
,,,,5.7133333333e-01,1.4620839447e-03,-4.1238764313e-01,-2.2734744212e-02,,,,
,,,,5.7200000000e-01,1.4733816330e-03,-4.1207950807e-01,-2.2939035433e-02,,,,
,,,,5.7266666667e-01,1.4846153288e-03,-4.1176861632e-01,-2.3143097686e-02,,,,
,,,,5.7333333333e-01,1.4957845341e-03,-4.1145497093e-01,-2.3346928824e-02,,,,
,,,,5.7400000000e-01,1.5068887534e-03,-4.1113857499e-01,-2.3550526698e-02,,,,
,,,,5.7466666667e-01,1.5179274937e-03,-4.1081943162e-01,-2.3753889158e-02,,,,
,,,,5.7533333333e-01,1.5289002647e-03,-4.1049754394e-01,-2.3957014054e-02,,,,
,,,,5.7600000000e-01,1.5398065788e-03,-4.1017291513e-01,-2.4159899234e-02,,,,
,,,,5.7666666667e-01,1.5506459509e-03,-4.0984554839e-01,-2.4362542547e-02,,,,
,,,,5.7733333333e-01,1.5614178986e-03,-4.0951544695e-01,-2.4564941840e-02,,,,
,,,,5.7800000000e-01,1.5721219424e-03,-4.0918261405e-01,-2.4767094959e-02,,,,
,,,,5.7866666667e-01,1.5827576053e-03,-4.0884705299e-01,-2.4968999750e-02,,,,
,,,,5.7933333333e-01,1.5933244131e-03,-4.0850876707e-01,-2.5170654058e-02,,,,
,,,,5.8000000000e-01,1.6038218943e-03,-4.0816775964e-01,-2.5372055726e-02,,,,
,,,,5.8066666667e-01,1.6142495804e-03,-4.0782403406e-01,-2.5573202597e-02,,,,
,,,,5.8133333333e-01,1.6246070056e-03,-4.0747759373e-01,-2.5774092514e-02,,,,
,,,,5.8200000000e-01,1.6348937067e-03,-4.0712844208e-01,-2.5974723318e-02,,,,
,,,,5.8266666667e-01,1.6451092237e-03,-4.0677658257e-01,-2.6175092850e-02,,,,
,,,,5.8333333333e-01,1.6552530992e-03,-4.0642201867e-01,-2.6375198948e-02,,,,
,,,,5.8400000000e-01,1.6653248789e-03,-4.0606475391e-01,-2.6575039453e-02,,,,
,,,,5.8466666667e-01,1.6753241113e-03,-4.0570479182e-01,-2.6774612201e-02,,,,
,,,,5.8533333333e-01,1.6852503477e-03,-4.0534213597e-01,-2.6973915029e-02,,,,
,,,,5.8600000000e-01,1.6951031426e-03,-4.0497678996e-01,-2.7172945774e-02,,,,
,,,,5.8666666667e-01,1.7048820534e-03,-4.0460875742e-01,-2.7371702271e-02,,,,
,,,,5.8733333333e-01,1.7145866404e-03,-4.0423804201e-01,-2.7570182353e-02,,,,
,,,,5.8800000000e-01,1.7242164669e-03,-4.0386464740e-01,-2.7768383855e-02,,,,
,,,,5.8866666667e-01,1.7337710994e-03,-4.0348857732e-01,-2.7966304608e-02,,,,
,,,,5.8933333333e-01,1.7432501073e-03,-4.0310983551e-01,-2.8163942444e-02,,,,
,,,,5.9000000000e-01,1.7526530631e-03,-4.0272842574e-01,-2.8361295194e-02,,,,
,,,,5.9066666667e-01,1.7619795425e-03,-4.0234435180e-01,-2.8558360686e-02,,,,
,,,,5.9133333333e-01,1.7712291242e-03,-4.0195761754e-01,-2.8755136750e-02,,,,
,,,,5.9200000000e-01,1.7804013900e-03,-4.0156822680e-01,-2.8951621212e-02,,,,
,,,,5.9266666667e-01,1.7894959250e-03,-4.0117618347e-01,-2.9147811900e-02,,,,
,,,,5.9333333333e-01,1.7985123174e-03,-4.0078149147e-01,-2.9343706640e-02,,,,
,,,,5.9400000000e-01,1.8074501586e-03,-4.0038415475e-01,-2.9539303255e-02,,,,
,,,,5.9466666667e-01,1.8163090431e-03,-3.9998417727e-01,-2.9734599569e-02,,,,
,,,,5.9533333333e-01,1.8250885688e-03,-3.9958156304e-01,-2.9929593406e-02,,,,
,,,,5.9600000000e-01,1.8337883369e-03,-3.9917631609e-01,-3.0124282586e-02,,,,
,,,,5.9666666667e-01,1.8424079516e-03,-3.9876844049e-01,-3.0318664930e-02,,,,
,,,,5.9733333333e-01,1.8509470207e-03,-3.9835794031e-01,-3.0512738259e-02,,,,
,,,,5.9800000000e-01,1.8594051550e-03,-3.9794481968e-01,-3.0706500389e-02,,,,
,,,,5.9866666667e-01,1.8677819690e-03,-3.9752908275e-01,-3.0899949140e-02,,,,
,,,,5.9933333333e-01,1.8760770803e-03,-3.9711073368e-01,-3.1093082327e-02,,,,
,,,,6.0000000000e-01,1.8842901098e-03,-3.9668977670e-01,-3.1285897766e-02,,,,
,,,,6.0066666667e-01,1.8924206820e-03,-3.9626621603e-01,-3.1478393270e-02,,,,
,,,,6.0133333333e-01,1.9004684248e-03,-3.9584005593e-01,-3.1670566655e-02,,,,
,,,,6.0200000000e-01,1.9084329693e-03,-3.9541130069e-01,-3.1862415730e-02,,,,
,,,,6.0266666667e-01,1.9163139503e-03,-3.9497995465e-01,-3.2053938309e-02,,,,
,,,,6.0333333333e-01,1.9241110059e-03,-3.9454602214e-01,-3.2245132200e-02,,,,
,,,,6.0400000000e-01,1.9318237778e-03,-3.9410950755e-01,-3.2435995212e-02,,,,
,,,,6.0466666667e-01,1.9394519111e-03,-3.9367041529e-01,-3.2626525155e-02,,,,
,,,,6.0533333333e-01,1.9469950546e-03,-3.9322874979e-01,-3.2816719833e-02,,,,
,,,,6.0600000000e-01,1.9544528603e-03,-3.9278451552e-01,-3.3006577053e-02,,,,
,,,,6.0666666667e-01,1.9618249841e-03,-3.9233771698e-01,-3.3196094619e-02,,,,
,,,,6.0733333333e-01,1.9691110853e-03,-3.9188835870e-01,-3.3385270335e-02,,,,
,,,,6.0800000000e-01,1.9763108269e-03,-3.9143644521e-01,-3.3574102002e-02,,,,
,,,,6.0866666667e-01,1.9834238754e-03,-3.9098198112e-01,-3.3762587423e-02,,,,
,,,,6.0933333333e-01,1.9904499010e-03,-3.9052497103e-01,-3.3950724396e-02,,,,
,,,,6.1000000000e-01,1.9973885776e-03,-3.9006541959e-01,-3.4138510720e-02,,,,
,,,,6.1066666667e-01,2.0042395826e-03,-3.8960333146e-01,-3.4325944194e-02,,,,
,,,,6.1133333333e-01,2.0110025972e-03,-3.8913871135e-01,-3.4513022612e-02,,,,
,,,,6.1200000000e-01,2.0176773063e-03,-3.8867156399e-01,-3.4699743772e-02,,,,
,,,,6.1266666667e-01,2.0242633986e-03,-3.8820189413e-01,-3.4886105465e-02,,,,
,,,,6.1333333333e-01,2.0307605664e-03,-3.8772970657e-01,-3.5072105487e-02,,,,
,,,,6.1400000000e-01,2.0371685058e-03,-3.8725500611e-01,-3.5257741627e-02,,,,
,,,,6.1466666667e-01,2.0434869167e-03,-3.8677779762e-01,-3.5443011676e-02,,,,
,,,,6.1533333333e-01,2.0497155027e-03,-3.8629808596e-01,-3.5627913424e-02,,,,
,,,,6.1600000000e-01,2.0558539714e-03,-3.8581587604e-01,-3.5812444659e-02,,,,
,,,,6.1666666667e-01,2.0619020341e-03,-3.8533117280e-01,-3.5996603167e-02,,,,
,,,,6.1733333333e-01,2.0678594058e-03,-3.8484398120e-01,-3.6180386733e-02,,,,
,,,,6.1800000000e-01,2.0737258057e-03,-3.8435430623e-01,-3.6363793143e-02,,,,
,,,,6.1866666667e-01,2.0795009566e-03,-3.8386215292e-01,-3.6546820178e-02,,,,
,,,,6.1933333333e-01,2.0851845853e-03,-3.8336752632e-01,-3.6729465621e-02,,,,
,,,,6.2000000000e-01,2.0907764225e-03,-3.8287043152e-01,-3.6911727251e-02,,,,
,,,,6.2066666667e-01,2.0962762028e-03,-3.8237087362e-01,-3.7093602849e-02,,,,
,,,,6.2133333333e-01,2.1016836647e-03,-3.8186885776e-01,-3.7275090192e-02,,,,
,,,,6.2200000000e-01,2.1069985509e-03,-3.8136438912e-01,-3.7456187056e-02,,,,
,,,,6.2266666667e-01,2.1122206078e-03,-3.8085747290e-01,-3.7636891218e-02,,,,
,,,,6.2333333333e-01,2.1173495858e-03,-3.8034811433e-01,-3.7817200450e-02,,,,
,,,,6.2400000000e-01,2.1223852396e-03,-3.7983631867e-01,-3.7997112526e-02,,,,
,,,,6.2466666667e-01,2.1273273276e-03,-3.7932209120e-01,-3.8176625216e-02,,,,
,,,,6.2533333333e-01,2.1321756124e-03,-3.7880543724e-01,-3.8355736291e-02,,,,
,,,,6.2600000000e-01,2.1369298606e-03,-3.7828636215e-01,-3.8534443520e-02,,,,
